date,sentiment,close,volume,open_interest,pct_change
2025-05-28,0.0,772.28,210848,199056,0.0
2025-05-29,0.0,764.32,250594,195076,0.0
2025-05-30,0.0,771.8,236013,181246,0.0
2025-06-03,0.0,783.1,131022,180833,0.0
2025-06-04,0.0,782.42,191944,180310,0.0
2025-06-05,0.0,783.72,198422,182808,0.0
2025-06-06,0.0,783.24,272195,178314,0.0
2025-06-09,0.0,774.72,255991,173184,0.0
2025-06-10,0.0,775.06,179960,170163,0.0
2025-06-11,0.0,777.54,165488,168745,0.0
2025-06-12,0.0,785.16,218198,172351,0.0
2025-06-13,0.0,794.36,294538,176244,0.0
2025-06-16,0.0,792.3,228842,176077,0.0
2025-06-17,0.0,785.08,192880,168917,0.0
2025-06-18,0.0,785.42,164233,162420,0.0
2025-06-19,0.0,781.24,190490,161030,0.0
2025-06-20,0.0,778.58,149695,156300,0.0
2025-06-23,0.0,781.3,158979,152358,0.0
2025-06-24,0.0,771.86,248445,147343,0.0
2025-06-25,0.0,773.94,159583,145731,0.0
2025-06-26,0.0,775.28,128026,135266,0.0
2025-06-27,0.0,768.64,174515,148475,0.0
2025-06-30,0.0,767.58,211285,155821,0.0
2025-07-01,0.0,776.1,171739,167465,0.0
2025-07-02,0.0,776.04,202457,168596,0.0
2025-07-03,0.0,781.28,189582,175461,0.0
2025-07-04,0.0,777.06,213782,175040,0.0
2025-07-07,0.0,771.3,190256,175760,0.0
2025-07-08,0.0,776.22,187574,179131,0.0
2025-07-09,0.0,766.82,310838,181258,0.0
2025-07-10,0.0,773.3,205604,184003,0.0
2025-07-11,0.0,773.56,217649,181932,0.0
2025-07-14,0.0,781.4,249578,191083,0.0
2025-07-15,0.0,780.4,216294,198270,0.0
2025-07-16,0.0,776.66,259450,200708,0.0
2025-07-17,0.0,776.28,375362,203084,0.0
2025-07-18,0.0,777.02,221277,202287,0.0
2025-07-21,0.0,781.7,216182,211236,0.0
2025-07-22,0.0,784.84,215395,216722,0.0
2025-07-23,0.0,792.9,286794,222386,0.0
2025-07-24,0.0,778.74,331215,213456,0.0
2025-07-25,0.0,777.32,190255,211851,0.0
2025-07-28,0.0,774.78,256019,209675,0.0
2025-07-29,0.0,771.44,219932,212407,0.0
2025-07-30,0.0,773.78,206379,214105,0.0
2025-07-31,0.0,770.28,260701,217080,0.0
2025-08-01,0.0,770.72,189185,218768,0.0
2025-08-04,0.0,781.42,271828,217696,0.0
2025-08-05,0.0,782.5,193353,218652,0.0
2025-08-06,0.0,783.68,191341,215212,0.0
2025-08-07,0.0,785.02,187081,217630,0.0
2025-08-08,0.0,787.8,251828,220321,0.0
