date,sentiment,close,volume,open_interest,pct_change
2025-11-03,0.0,3026.0,1248829,1595045,0.17
2025-11-04,0.0,3015.0,961854,1587968,-0.36
2025-11-05,0.0,3073.0,1486303,1612675,1.92
2025-11-06,0.0,3068.0,1028963,1568196,-0.16
2025-11-07,0.0,3058.0,951916,1577123,-0.33
2025-11-10,0.0,3063.0,918540,1593764,0.16
2025-11-11,0.0,3054.0,822179,1602533,-0.29
2025-11-12,0.0,3059.0,901296,1639508,0.16
2025-11-13,0.0,3071.0,859543,1651226,0.39
2025-11-14,0.0,3092.0,1071594,1700146,0.68
2025-11-17,0.0,3043.0,1396215,1661229,-1.58
2025-11-18,0.0,3041.0,1081749,1651475,-0.07
2025-11-19,0.0,3022.0,969051,1597855,-0.62
2025-11-20,0.0,3017.0,779955,1549350,-0.17
2025-11-21,0.0,3012.0,677574,1511379,-0.17
2025-11-24,0.0,3011.0,759681,1486693,-0.03
2025-11-25,0.0,3013.0,712323,1453249,0.07
2025-11-26,0.0,3015.0,668734,1403579,0.07
2025-11-27,0.0,3055.0,1118832,1345757,1.33
2025-11-28,0.0,2845.0,398648,1462928,-6.87
2025-12-01,0.0,2835.0,465897,1487694,-0.35
2025-12-02,0.0,2848.0,417432,1556300,0.46
2025-12-03,0.0,2847.0,504614,1632951,-0.04
2025-12-04,0.0,2833.0,898163,1729427,-0.49
2025-12-05,0.0,2821.0,584828,1783520,-0.42
2025-12-08,0.0,2778.0,1089811,1890767,-1.52
2025-12-09,0.0,2763.0,859072,1919537,-0.54
2025-12-10,0.0,2754.0,1083237,1933888,-0.33
2025-12-11,0.0,2750.0,839217,1963838,-0.15
2025-12-12,0.0,2770.0,993590,1925112,0.73
2025-12-15,0.0,2758.0,778583,1964207,-0.43
2025-12-16,0.0,2777.0,1038177,2009162,0.69
2025-12-17,0.0,2756.0,798621,2055517,-0.76
2025-12-18,0.0,2747.0,773158,2117464,-0.33
2025-12-19,0.0,2735.0,645772,2116090,-0.44
2025-12-22,0.0,2741.0,865371,2134135,0.22
2025-12-23,0.0,2745.0,568687,2151398,0.15
2025-12-24,0.0,2728.0,904529,2162519,-0.62
2025-12-25,0.0,2760.0,962713,2093118,1.17
2025-12-26,0.0,2790.0,1229145,2086665,1.09
2025-12-29,0.0,2774.0,1075551,2124655,-0.57
2025-12-30,0.0,2778.0,835557,2144500,0.14
2025-12-31,0.0,2749.0,855707,2149817,-1.04
2026-01-05,0.0,2754.0,665950,2177311,0.18
2026-01-06,0.0,2776.0,800156,2174350,0.8
2026-01-07,0.0,2811.0,1290938,2250191,1.26
2026-01-08,0.0,2782.0,1282896,2281609,-1.03
2026-01-09,0.0,2786.0,807463,2260449,0.14
2026-01-12,0.0,2790.0,776412,2292372,0.14
2026-01-13,0.0,2761.0,1180639,2258105,-1.04
2026-01-14,0.0,2751.0,1080750,2228454,-0.36
2026-01-15,0.0,2740.0,808905,2234614,-0.4
2026-01-16,0.0,2727.0,902899,2238668,-0.47
2026-01-19,0.0,2727.0,1052729,2214219,0.0
2026-01-20,0.0,2736.0,729055,2213007,0.33
2026-01-21,0.0,2725.0,691223,2240906,-0.4
2026-01-22,0.0,2768.0,1100908,2198812,1.58
2026-01-23,0.0,2751.0,795964,2161911,-0.61
2026-01-26,0.0,2769.0,678241,2136383,0.65
2026-01-27,0.0,2766.0,660637,2178262,-0.11
2026-01-28,0.0,2782.0,793254,2184028,0.58
2026-01-29,0.0,2802.0,934382,2193188,0.72
2026-01-30,0.0,2767.0,1107768,2156880,-1.25
2026-02-02,0.0,2750.0,842011,2089051,-0.61
2026-02-03,0.0,2727.0,1085590,2153812,-0.84
2026-02-04,0.0,2723.0,768163,2215665,-0.15
2026-02-05,0.0,2731.0,1219219,2212105,0.29
2026-02-06,0.0,2735.0,637898,2156556,0.15
2026-02-09,0.0,2729.0,806209,2096966,-0.22
2026-02-10,0.0,2734.0,575336,2077503,0.18
2026-02-11,0.0,2773.0,916844,2006858,1.43
2026-02-12,0.0,2790.0,909298,1930312,0.61
2026-02-13,0.0,2800.0,851618,1862820,0.36
2026-02-24,-0.06216085966337803,2781.0,650347,1886495,-0.68
2026-02-25,-0.03107214555828442,2831.0,1336790,2014986,1.8
2026-02-26,-0.0612662527728142,2834.0,828719,2021035,0.11
2026-02-27,-0.0276274375,2833.0,720186,2027937,-0.04
