date,sentiment,close,volume,open_interest,pct_change
2025-09-18,0.0,4448.2,95637,152375,-1.55
2025-09-19,0.0,4464.4,80743,151383,0.36
2025-09-22,0.0,4484.0,65934,149528,0.44
2025-09-23,0.0,4483.8,101402,159890,-0.0
2025-09-24,0.0,4530.0,86527,151864,1.03
2025-09-25,0.0,4562.2,80775,154619,0.71
2025-09-26,0.0,4525.0,71448,150988,-0.82
2025-09-29,0.0,4604.6,97301,165254,1.76
2025-09-30,0.0,4618.0,63292,153795,0.29
2025-10-09,0.0,4689.2,78704,163300,1.54
2025-10-10,0.0,4592.2,96227,162971,-2.07
2025-10-13,0.0,4562.6,97200,163856,-0.64
2025-10-14,0.0,4507.2,107698,162441,-1.21
2025-10-15,0.0,4576.4,86223,160428,1.54
2025-10-16,0.0,4590.0,87781,161774,0.3
2025-10-17,0.0,4485.2,99982,163234,-2.28
2025-10-20,0.0,4506.8,71457,156399,0.48
2025-10-21,0.0,4577.6,77133,157558,1.57
2025-10-22,0.0,4563.4,65140,151558,-0.31
2025-10-23,0.0,4580.8,84087,160208,0.38
2025-10-24,0.0,4634.8,74172,153415,1.18
2025-10-27,0.0,4684.4,71074,157785,1.07
2025-10-28,0.0,4669.6,72481,155110,-0.32
2025-10-29,0.0,4732.6,65655,156239,1.35
2025-10-30,0.0,4690.0,87251,160853,-0.9
2025-10-31,0.0,4631.4,85956,160463,-1.25
2025-11-03,0.0,4634.8,72223,157779,0.07
2025-11-04,0.0,4589.0,74377,155987,-0.99
2025-11-05,0.0,4596.6,73216,156249,0.17
2025-11-06,0.0,4670.8,71116,154733,1.61
2025-11-07,0.0,4659.4,56412,149916,-0.24
2025-11-10,0.0,4672.0,69883,156162,0.27
2025-11-11,0.0,4626.8,70771,151427,-0.97
2025-11-12,0.0,4628.0,79009,157009,0.03
2025-11-13,0.0,4677.0,70414,149415,1.06
2025-11-14,0.0,4600.4,67288,149958,-1.64
2025-11-17,0.0,4581.4,69751,154108,-0.41
2025-11-18,0.0,4555.0,76476,158826,-0.58
2025-11-19,0.0,4565.2,76820,156324,0.22
2025-11-20,0.0,4539.2,83141,165189,-0.57
2025-11-21,0.0,4428.4,112829,176897,-2.44
2025-11-24,0.0,4435.2,82507,168604,0.15
2025-11-25,0.0,4473.0,77751,160808,0.85
2025-11-26,0.0,4493.0,70583,155905,0.45
2025-11-27,0.0,4492.6,72122,155679,-0.01
2025-11-28,0.0,4505.8,64947,148801,0.29
2025-12-01,0.0,4555.4,68600,145600,1.1
2025-12-02,0.0,4535.8,55827,138432,-0.43
2025-12-03,0.0,4518.2,67863,142198,-0.39
2025-12-04,0.0,4530.6,63708,136475,0.27
2025-12-05,0.0,4574.4,84754,143296,0.97
2025-12-08,0.0,4613.2,76082,132821,0.85
2025-12-09,0.0,4583.2,63877,125588,-0.65
2025-12-10,0.0,4574.2,75990,121027,-0.2
2025-12-11,0.0,4539.6,64930,111889,-0.76
2025-12-12,0.0,4574.0,74003,113155,0.76
2025-12-15,0.0,4501.0,34058,123643,-1.6
2025-12-16,0.0,4451.4,43729,133118,-1.1
2025-12-17,0.0,4532.0,61193,143762,1.81
2025-12-18,0.0,4505.0,50112,150187,-0.6
2025-12-19,0.0,4527.0,66095,162769,0.49
2025-12-22,0.0,4564.8,53962,157800,0.83
2025-12-23,0.0,4571.4,52645,163660,0.14
2025-12-24,0.0,4595.0,58846,164967,0.52
2025-12-25,0.0,4610.6,52262,164476,0.34
2025-12-26,0.0,4638.4,70821,175215,0.6
2025-12-29,0.0,4610.2,58452,167149,-0.61
2025-12-30,0.0,4622.2,56756,171595,0.26
2025-12-31,0.0,4599.8,63352,166875,-0.48
2026-01-05,0.0,4697.0,72812,173732,2.11
2026-01-06,0.0,4778.0,79694,178463,1.72
2026-01-07,0.0,4753.0,67166,174314,-0.52
2026-01-08,0.0,4718.4,70354,176039,-0.73
2026-01-09,0.0,4743.8,85400,182579,0.54
2026-01-12,0.0,4774.0,89188,182828,0.64
2026-01-13,0.0,4758.6,97329,184613,-0.32
2026-01-14,0.0,4740.0,119874,195726,-0.39
2026-01-15,0.0,4746.6,81140,186881,0.14
2026-01-16,0.0,4723.2,89508,187424,-0.49
2026-01-19,0.0,4728.6,73045,179134,0.11
2026-01-20,0.0,4708.6,79866,179532,-0.42
2026-01-21,0.0,4722.8,74116,173409,0.3
2026-01-22,0.0,4719.4,72080,174304,-0.07
2026-01-23,0.0,4709.2,84474,173887,-0.22
2026-01-26,0.0,4719.4,112956,191907,0.22
2026-01-27,0.0,4718.2,87568,178212,-0.03
2026-01-28,0.0,4732.8,84387,185840,0.31
2026-01-29,0.0,4784.0,99189,184884,1.08
2026-01-30,0.0,4711.0,108273,186373,-1.53
2026-02-02,0.0,4577.4,110802,174613,-2.84
2026-02-03,0.0,4653.0,82004,170254,1.65
2026-02-04,0.0,4693.6,65238,159248,0.87
2026-02-05,0.0,4665.2,70168,161588,-0.61
2026-02-06,0.0,4637.6,70073,156652,-0.59
2026-02-09,0.0,4721.2,51368,154559,1.8
2026-02-10,0.0,4724.0,40264,151713,0.06
2026-02-11,0.0,4714.8,37735,150599,-0.19
2026-02-12,0.0,4716.8,44769,152334,0.04
2026-02-13,0.0,4627.0,71794,156477,-1.9
2026-02-24,-0.127463109663378,4683.4,60004,148797,1.22
