date,sentiment,close,volume,open_interest,pct_change
2025-09-09,0.0,1505.0,35743,0,0.25
2025-09-10,0.0,1522.01,49663,0,1.13
2025-09-11,0.0,1523.5,37239,0,0.1
2025-09-12,0.0,1516.0,33722,0,-0.49
2025-09-15,0.0,1515.1,25827,0,-0.06
2025-09-16,0.0,1499.98,32718,0,-1.0
2025-09-17,0.0,1493.0,30331,0,-0.47
2025-09-18,0.0,1467.96,49721,0,-1.68
2025-09-19,0.0,1467.97,32637,0,0.0
2025-09-22,0.0,1453.35,34947,0,-1.0
2025-09-23,0.0,1447.42,38663,0,-0.41
2025-09-24,0.0,1442.0,30744,0,-0.37
2025-09-25,0.0,1439.0,33870,0,-0.21
2025-09-26,0.0,1435.0,45121,0,-0.28
2025-09-29,0.0,1460.86,53684,0,1.8
2025-09-30,0.0,1443.99,39364,0,-1.15
2025-10-09,0.0,1436.78,54918,0,-0.5
2025-10-10,0.0,1430.0,36001,0,-0.47
2025-10-13,0.0,1419.2,46069,0,-0.76
2025-10-14,0.0,1451.02,66672,0,2.24
2025-10-15,0.0,1462.0,42785,0,0.76
2025-10-16,0.0,1484.91,45730,0,1.57
2025-10-17,0.0,1455.0,38086,0,-2.01
2025-10-20,0.0,1457.93,25950,0,0.2
2025-10-21,0.0,1462.26,25443,0,0.3
2025-10-22,0.0,1458.7,18195,0,-0.24
2025-10-23,0.0,1467.98,29322,0,0.64
2025-10-24,0.0,1450.0,38226,0,-1.22
2025-10-27,0.0,1440.41,37102,0,-0.66
2025-10-28,0.0,1445.0,27124,0,0.32
2025-10-29,0.0,1431.9,33937,0,-0.91
2025-10-30,0.0,1426.74,47456,0,-0.36
2025-10-31,0.0,1430.01,35694,0,0.23
2025-11-03,0.0,1435.0,34548,0,0.35
2025-11-04,0.0,1429.0,26566,0,-0.42
2025-11-05,0.0,1420.08,34475,0,-0.62
2025-11-06,0.0,1435.13,38348,0,1.06
2025-11-07,0.0,1433.33,18861,0,-0.13
2025-11-10,0.0,1462.3,49452,0,2.02
2025-11-11,0.0,1458.99,26692,0,-0.23
2025-11-12,0.0,1465.15,32992,0,0.42
2025-11-13,0.0,1470.38,31179,0,0.36
2025-11-14,0.0,1456.6,27473,0,-0.94
2025-11-17,0.0,1471.0,34462,0,0.99
2025-11-18,0.0,1476.0,34205,0,0.34
2025-11-19,0.0,1471.01,22045,0,-0.34
2025-11-20,0.0,1467.11,24002,0,-0.27
2025-11-21,0.0,1466.6,42607,0,-0.03
2025-11-24,0.0,1452.0,33607,0,-1.0
2025-11-25,0.0,1444.65,28441,0,-0.51
2025-11-26,0.0,1449.15,20306,0,0.31
2025-11-27,0.0,1447.3,22287,0,-0.13
2025-11-28,0.0,1450.5,23211,0,0.22
2025-12-01,0.0,1448.0,27333,0,-0.17
2025-12-02,0.0,1436.03,25047,0,-0.83
2025-12-03,0.0,1429.1,23573,0,-0.48
2025-12-04,0.0,1423.98,29075,0,-0.36
2025-12-05,0.0,1430.01,25402,0,0.42
2025-12-08,0.0,1418.22,33603,0,-0.82
2025-12-09,0.0,1401.01,42634,0,-1.21
2025-12-10,0.0,1402.8,33133,0,0.13
2025-12-11,0.0,1411.99,22385,0,0.66
2025-12-12,0.0,1420.65,37159,0,0.61
2025-12-15,0.0,1426.0,33359,0,0.38
2025-12-16,0.0,1422.0,23964,0,-0.28
2025-12-17,0.0,1433.1,31382,0,0.78
2025-12-18,0.0,1431.0,17830,0,-0.15
2025-12-19,0.0,1410.0,26509,0,-1.47
2025-12-22,0.0,1408.26,20426,0,-0.12
2025-12-23,0.0,1407.86,24507,0,-0.03
2025-12-24,0.0,1400.9,25187,0,-0.49
2025-12-25,0.0,1414.17,23386,0,0.95
2025-12-26,0.0,1414.13,17803,0,-0.0
2025-12-29,0.0,1402.0,26308,0,-0.86
2025-12-30,0.0,1389.72,33792,0,-0.88
2025-12-31,0.0,1377.18,34766,0,-0.9
2026-01-05,0.0,1426.0,70949,0,3.54
2026-01-06,0.0,1428.01,39586,0,0.14
2026-01-07,0.0,1423.36,29684,0,-0.33
2026-01-08,0.0,1412.3,29135,0,-0.78
2026-01-09,0.0,1419.1,29848,0,0.48
2026-01-12,0.0,1423.23,36083,0,0.29
2026-01-13,0.0,1411.0,39169,0,-0.86
2026-01-14,0.0,1398.01,51758,0,-0.92
2026-01-15,0.0,1388.89,40907,0,-0.65
2026-01-16,0.0,1382.0,55121,0,-0.5
2026-01-19,0.0,1376.0,42286,0,-0.43
2026-01-20,0.0,1373.55,36484,0,-0.18
2026-01-21,0.0,1351.06,64516,0,-1.64
2026-01-22,0.0,1340.06,59011,0,-0.81
2026-01-23,0.0,1337.0,61949,0,-0.23
2026-01-26,0.0,1342.0,80166,0,0.37
2026-01-27,0.0,1343.01,48416,0,0.08
2026-01-28,0.0,1323.69,76218,0,-1.44
2026-01-29,0.0,1437.72,189534,0,8.61
2026-01-30,0.0,1401.0,94480,0,-2.55
2026-02-02,0.0,1427.0,85724,0,1.86
2026-02-03,0.0,1474.92,86321,0,3.36
2026-02-04,0.0,1525.0,109123,0,3.4
2026-02-05,0.0,1555.0,91623,0,1.97
2026-02-06,0.0,1515.01,78965,0,-2.57
2026-02-09,0.0,1524.96,51168,0,0.66
2026-02-10,0.0,1504.8,39576,0,-1.32
2026-02-11,0.0,1504.33,30928,0,-0.03
2026-02-12,0.0,1486.6,46246,0,-1.18
2026-02-13,0.0,1485.3,41679,0,-0.09
2026-02-24,0.0,1466.8,41913,0,-1.25
