date,sentiment,close,volume,amount,turnover_rate,pct_change
2026-02-10,0.0,68.19,548735,3743029914.0,0.51,-0.74
2026-02-11,0.0,67.5,618032,4178546001.0,0.58,-1.01
2026-02-12,0.0,66.54,646372,4320770033.0,0.61,-1.42
2026-02-13,0.0,65.29,840772,5509966026.0,0.79,-1.88
2026-02-24,0.0,64.5,800053,5208399201.0,0.75,-1.21
2026-02-25,0.0,65.05,683556,4452349687.0,0.64,0.85
2026-02-26,0.0,63.5,1036146,6614432347.0,0.97,-2.38
2026-02-27,0.0,63.09,633012,4006459826.0,0.59,-0.65
2026-03-02,0.0,62.35,1010862,6295717498.0,0.95,-1.17
2026-03-03,0.0,62.57,1095535,6885778079.0,1.03,0.35
2026-03-04,0.0,61.79,1008134,6196271382.0,0.95,-1.25
2026-03-05,0.0,62.08,546365,3404335407.0,0.51,0.47
2026-03-06,0.0,62.67,574633,3590186818.0,0.54,0.95
2026-03-09,0.055053912732777044,61.4,930368,5663230289.0,0.87,-2.03
2026-03-10,0.05666830896200255,62.09,462184,2866994902.0,0.43,1.12
2026-03-11,0.1133106884014528,62.55,517270,3234820115.0,0.49,0.74
2026-03-12,0.08549535397165156,61.6,668542,4123729384.0,0.63,-1.52
2026-03-13,0.15032003993713855,61.2,458041,2813751146.0,0.43,-0.65
2026-03-16,0.0,60.48,818596,4946355959.0,0.77,-1.18
2026-03-17,0.0,61.84,901850,5591874769.0,0.85,2.25
2026-03-18,0.0,61.89,490471,3034276337.0,0.46,0.08
2026-03-19,0.0,60.62,684722,4158160919.0,0.64,-2.05
2026-03-20,0.0,59.74,620767,3738267788.0,0.58,-1.45
2026-03-23,0.0,57.47,1253823,7264101524.0,1.18,-3.8
2026-03-24,0.0,58.12,681870,3949789641.0,0.64,1.13
2026-03-25,0.0,58.79,562389,3309846362.0,0.53,1.15
2026-03-26,0.0,56.8,1011896,5801815138.0,0.95,-3.38
2026-03-27,0.08650770573772293,56.95,834379,4753261022.0,0.78,0.26
2026-03-30,0.0,56.33,737544,4139267846.0,0.69,-1.09
2026-03-31,0.0,56.78,764114,4363799010.0,0.72,0.8
2026-04-01,0.0,58.18,684035,3964968442.0,0.64,2.47
2026-04-02,0.0,57.26,459794,2642755831.0,0.43,-1.58
2026-04-03,0.0,57.25,343678,1975820960.0,0.32,-0.02
2026-04-07,0.0,56.69,503858,2865555758.0,0.47,-0.98
